SDDS1
! Define colums:
&column name=x, type=double, units=m, description=NULL, &end
&column name=xp, type=double, units=NULL, description=NULL, &end
&column name=y, type=double, units=m, description=NULL, &end
&column name=yp, type=double, units=NULL, description=NULL, &end
&column name=ds, type=double, units=m, description=NULL, &end
&column name=dp/p, type=double, units=NULL, description=NULL, &end
!Declare ASCII data and end the header
&data mode=ascii, &end
10000
+1.1195811390e-03 -2.2999095484e-05 +8.2146836693e-04 -2.6005195638e-04 +3.5221223444e+02 -1.2239488936e-01
+2.6290446854e-03 -6.7469976472e-06 +1.8155580862e-03 -2.1666490477e-06 -6.1213434093e+02 +2.3616654635e-01
-8.7899435347e-04 +1.2105887072e-06 +4.2769311358e-04 +2.1051748236e-05 -1.0580695194e+03 +1.6542654355e-01
+3.6543631826e-04 +9.8638340924e-06 +5.2959868511e-04 +4.0155622448e-05 +2.0974558009e-01 +5.4349337614e-02
+1.6778535558e-03 +7.5856717143e-05 -2.0145478873e-03 +7.9667477168e-05 -2.7588535682e+02 -3.1334241856e-01
+8.9373958978e-04 -6.9309525882e-07 +2.2350794968e-03 +3.5735668913e-05 -6.6986712604e+02 +1.5134620800e-01
+4.5870159891e-04 -3.3305269737e-05 +1.3807855559e-03 -5.2979712361e-05 -6.8535992626e+00 -8.0320978240e-02
+2.0987317718e-03 +5.8014529282e-05 -9.3675131227e-04 +4.5653227001e-05 -1.2290084953e+02 +1.2135442220e-01
-4.0993722088e-03 +9.5646415949e-05 -2.3494399800e-03 +1.2212722542e-04 +6.3181786219e+02 +1.9895057775e-01
+1.1433633058e-03 +4.3775986639e-05 -4.5424658931e-04 -2.9843018680e-05 +5.5832951628e+02 -2.5509365706e-01
+2.6698903152e-03 +4.4199339949e-05 -2.5856265158e-03 -1.0171508819e-04 +3.9607155331e+02 -3.1667756765e-01
+1.3575353433e-03 +7.5645531506e-05 +2.5723805323e-03 -6.3532103895e-06 -2.5303751786e+02 +1.2008459697e-01
+2.0312439750e-04 -2.2912354233e-06 -2.3062884944e-04 +2.7797696045e-05 +1.6255173398e+02 +1.8331543486e-01
+6.3909501411e-04 -1.0188771064e-04 +2.8694946129e-04 -1.3834613252e-05 -2.7127871292e+02 +1.5987134504e-01
+4.0237153311e-04 -1.9150224593e-05 +1.2704145279e-05 +2.6047290337e-05 -3.9377230332e+02 +2.0196053610e-02
+4.8333505595e-04 +7.1356504376e-06 -4.8159669852e-05 -9.3446431537e-05 +4.7941438027e+01 +1.7336547086e-01
+2.7728162174e-03 +1.2965338662e-05 +2.0745416266e-03 -1.2758723311e-04 +5.3664070674e+01 +2.4983700616e-01
+9.0702936543e-04 -9.8626804084e-05 +2.9359866888e-04 +7.6744724537e-05 -5.6727321100e+01 +1.7864597212e-01
+7.6103811832e-04 -7.6924519168e-05 +5.3274580285e-04 -1.4688233783e-04 +7.1083620964e+02 +1.4086239521e-02
-6.1756013395e-04 -3.7084701015e-05 +3.7061040395e-05 +1.4126592445e-04 +3.8780644542e+02 -3.7251502138e-02
-5.7679873857e-04 -1.5274462028e-04 +2.3538833868e-03 +6.1577312450e-05 -1.0084656929e+03 -2.4644151018e-01
+2.7264745427e-03 -1.1911669644e-04 -2.1890468302e-03 +2.3821967384e-04 +4.5358237356e+02 -1.5302285827e-01
-1.0569918980e-03 +4.5901791788e-05 -1.5901360978e-03 +1.5841147562e-04 -2.4027388818e+02 +2.9720203577e-01
-2.6278179025e-03 +2.7767315548e-05 +2.1334369978e-03 +1.0115893926e-04 -1.2673634106e+02 -2.2097216586e-01
-2.1671495761e-03 +1.2858582217e-05 +7.6226062481e-04 +5.2182970268e-05 +2.3778117242e+02 +1.5639690642e-01
-1.8931436900e-03 -1.6056184535e-05 +7.4749466829e-04 -4.4592892736e-05 -6.5453222683e+02 +7.0133966076e-02
-9.4874624989e-04 -8.5234429031e-05 -2.0367345188e-04 -1.2233941392e-05 -3.5426033629e+02 -9.1680977374e-02
+1.9718488729e-03 -1.5418254865e-04 +9.4746672774e-04 -3.8809335645e-05 +9.2471627783e+02 -1.0610094166e-01
-5.5618728146e-04 -2.2418768602e-05 -2.2348592095e-04 +6.8765271457e-05 +1.1238349928e+03 +4.8451853932e-02
-4.4607824210e-04 +5.6037509092e-05 +9.0668444920e-04 +4.2024534476e-06 +3.6770277342e+02 -4.8222450187e-02
+2.3835761298e-03 -1.6932760894e-04 +2.0030778860e-03 -5.2616819423e-05 +3.8079166994e+02 -1.3228016082e-01
+3.1865456270e-04 -5.1313186736e-05 -2.5560823249e-03 -3.0257251672e-05 +5.1215388866e+02 -1.1469082129e-01
-1.1445901397e-03 -2.2687830098e-05 +7.9157650344e-04 -1.2296372614e-05 +9.1893030276e+02 -1.0262638746e-01
+5.2656082138e-04 +5.8245770255e-06 -1.0830948148e-03 +1.3709453741e-05 +2.7883969893e+02 -1.9446447903e-01
+3.6909501350e-04 +1.2599334587e-05 +2.0087221085e-04 +1.1979936678e-05 +9.4394000516e+01 -1.0615985006e-03
+1.5182885193e-03 +2.1062938621e-05 +1.2490864117e-03 +1.8599001287e-05 -6.3474127141e+02 +9.7414167416e-02
+1.3470430736e-03 -8.1438581714e-06 -5.2504360604e-04 -1.3384340192e-05 +3.7060711324e+02 -2.0476388236e-01
-2.5520554617e-03 +1.1329022392e-04 -1.4521961766e-03 +8.5310339696e-05 -3.7835786331e+02 -4.2211478437e-01
+3.8373872321e-05 +2.0757447982e-05 +1.2608059548e-03 -8.4683746045e-06 +1.1593759116e+03 +1.0771559374e-01
+3.5589524252e-04 -1.6139014042e-04 +1.2027103175e-03 -3.5890882163e-05 +7.0853552365e+02 -3.1844690501e-01
+2.6295862369e-03 -6.3405966634e-06 -4.9677745928e-03 +2.2638631005e-04 -8.4230747100e+02 -7.2410057636e-02
+1.4455092460e-03 +4.1042005836e-05 -5.2875018550e-04 -8.1290611427e-05 +3.4964093294e+02 +5.7223478893e-02
+3.7520067784e-05 -5.0588743885e-07 -1.9292297002e-05 -8.0428558528e-05 -1.3106769844e+02 -6.7246616056e-02
-1.3561517540e-04 -4.2360577125e-05 +9.6756067242e-04 +2.0697376715e-05 -3.3164053273e+02 +2.5274424074e-02
-1.7806293700e-03 +2.1768815112e-05 +3.1776320839e-04 -6.5519846914e-06 -4.4186120431e+02 +2.1276897075e-01
+1.8511914383e-03 +6.0683912692e-05 +3.9501574307e-04 -4.2336861797e-06 +4.7455420626e+02 +1.4195088336e-01
+2.5450960586e-03 -1.3857037722e-05 +1.2004412315e-03 +3.6557027459e-05 +2.4065078717e+02 -3.0043202210e-02
+1.8328357922e-04 -4.7836699273e-05 +8.3527318798e-04 +3.4818715189e-05 -5.0677634287e+02 -3.1779937350e-01
-5.3268766845e-04 +4.0257917215e-05 +1.0476817905e-03 -1.7666596294e-05 -1.1764481418e+02 +1.7371032430e-01
+1.0374208283e-03 +6.5879997441e-05 -4.6623873751e-05 -7.6782963998e-05 -2.5766980094e+02 -7.8482412919e-02
-8.7728026909e-04 -1.9215573594e-04 -6.3806517938e-04 +4.2082549438e-04 +6.5251849287e+02 -1.2238408673e-01
+5.7267406960e-04 +6.9411827742e-05 -6.5151269622e-04 -1.0805158430e-04 -3.5919233455e+02 -2.0487577182e-02
+8.5810914034e-04 +4.5108449526e-05 +3.0577608596e-03 +9.0336608038e-05 -6.1783833441e+02 +1.8777730251e-01
-4.8889251822e-04 -2.2234293757e-05 +5.8537562770e-04 +1.0888945172e-05 +4.5654161078e+02 -4.3107117629e-01
+8.9635880888e-04 -9.0814420725e-05 +3.1796781112e-03 -1.6816572785e-05 +3.3136673524e+01 -7.3304998991e-02
+2.7424183875e-03 -1.3650057104e-04 +7.9012843951e-05 -1.0145372815e-04 -9.6237987084e+02 -1.3567465017e-01
+1.4670339294e-03 -2.2304931099e-05 +4.2915241923e-03 -1.0062892053e-04 +9.8849167040e+02 -1.9159392784e-01
+4.0234978791e-04 +2.1837209965e-04 -1.7791427393e-04 +6.3825966687e-05 -4.2153395125e+02 +3.3367547205e-01
+1.4669616764e-03 -1.1971413730e-04 -2.8638351376e-03 +4.6708604678e-05 -6.4813085347e+02 +1.3074357616e-01
-3.1763123858e-03 +3.4814278686e-06 +2.0414953891e-03 -1.8557275685e-04 +4.9875444039e+02 -1.0244227668e-01
-5.6620285153e-04 -3.1901801504e-05 -1.0745909217e-03 -6.6525964682e-05 -4.4405852551e+02 -4.5671550338e-02
-9.9284396035e-04 -9.9001974785e-05 -1.1712691403e-04 +2.7172688008e-05 -3.3799214444e+00 -3.5952114850e-02
+6.2811250746e-04 -4.0638438981e-05 +2.4006893761e-03 +7.4004441481e-05 -2.6823047313e+02 +7.9127050559e-02
+2.7160076619e-03 -1.0362458015e-04 -2.7524716162e-04 +1.7089828940e-04 -4.6865396239e+02 +3.6895344746e-01
-3.2343929961e-03 -1.2137443345e-04 +1.9425536433e-03 -3.5308767554e-05 +3.0944852885e+01 -1.4742813583e-01
+3.4090602635e-03 -9.0503416937e-05 +7.8908883951e-04 -6.8742676077e-05 -5.9444218614e+02 +2.2065678799e-01
-5.7628605570e-05 +1.5580966994e-04 +4.4017560924e-04 -1.9799770998e-04 -4.1502101845e+02 -7.8829886679e-02
