SDDS1
! Define colums:
&column name=x, type=double, units=m, description=NULL, &end
&column name=xp, type=double, units=NULL, description=NULL, &end
&column name=y, type=double, units=m, description=NULL, &end
&column name=yp, type=double, units=NULL, description=NULL, &end
&column name=ds, type=double, units=m, description=NULL, &end
&column name=dp/p, type=double, units=NULL, description=NULL, &end
!Declare ASCII data and end the header
&data mode=ascii, &end
10000
+1.0540938537e-03 -3.4125119648e-05 -2.2693675944e-03 -2.3010267468e-04 +2.6916311386e+02 -1.5211446561e-01
-2.3111740135e-03 +8.1309636535e-05 +9.8966939169e-04 -9.6125276999e-05 +8.5167911323e+02 +1.8639069344e-02
+1.2956033812e-04 -1.6465124571e-04 +1.3625918486e-03 -4.3102724464e-05 +4.2599296257e+02 -4.1909941246e-01
+9.5474386932e-04 -1.6798417717e-06 -7.6555541507e-04 -4.6933769044e-05 +5.9519293407e+00 +5.4321254930e-02
+1.9646957626e-03 +4.4200995821e-05 +1.0725106874e-03 +1.3992298843e-04 +8.3384382133e+02 -1.7563362268e-02
+8.8870017831e-04 +1.0910840165e-05 -4.2606308911e-04 -1.4370553795e-04 -6.9195267879e+02 +1.3472972081e-01
+5.5797985036e-04 +2.8722438547e-05 -2.0440482051e-03 -1.3522828919e-05 -6.4470325031e+00 -8.0338077553e-02
-2.4197288044e-03 -1.9803420126e-05 +1.1658826169e-03 -2.2170873475e-05 +2.0441762307e+02 -1.0252077600e-01
+1.5009981777e-03 +2.5701245588e-04 -1.3352029206e-03 -1.7205731155e-04 +5.9954685734e+02 -2.1415697390e-01
+1.1063126810e-03 +4.7400642743e-05 -4.6591758055e-04 +2.9148119513e-05 +8.4618348791e+02 -3.4141549162e-02
+1.9269349878e-03 -1.2424864537e-04 +1.1050301585e-03 -1.7809172549e-04 +2.9687254933e+02 +3.3339317261e-01
+1.7594574403e-03 -2.9486506311e-05 -4.1807032878e-05 +1.6118962307e-04 -3.7280734456e+02 +5.0719355240e-02
+2.0458984657e-04 -1.7268800789e-06 -2.2157482499e-04 +2.8089656767e-05 -3.9769383012e+02 +1.1305437196e-01
+1.2460323284e-03 +7.6903922946e-05 +2.2036712383e-04 +1.7993284437e-05 -4.7070102418e+02 +4.6582759488e-02
+5.3396341997e-04 +1.3711856228e-05 +1.2434493363e-04 +2.7153783305e-05 -2.9277336336e+02 +1.0663152556e-01
+2.5750974258e-04 +2.6628409535e-05 -1.3217697041e-03 +4.4414926393e-05 -3.2949857237e+02 +1.1514368075e-01
+2.0398208470e-03 +1.3066264752e-04 +3.0363289354e-03 -2.7867287312e-06 -6.2323243247e+02 +3.8426915451e-02
-1.8073107577e-03 -1.3869613546e-05 -6.2513421829e-04 +6.8596431696e-05 -4.1919286786e+02 +6.8168862043e-02
+1.4868567273e-04 -9.0059348889e-05 +8.1954229035e-04 -1.4230559224e-04 -1.3906521649e+02 -2.7751405529e-01
-5.3860150315e-04 -4.2133198039e-05 +2.2397572843e-03 -2.0180249290e-05 +1.9232212051e+01 +1.5843953529e-01
+1.6019090093e-03 +1.2087817599e-04 -1.3824116298e-03 -1.3406535431e-04 -2.3697916410e+02 +4.6110341548e-01
+1.7502765341e-03 +1.9695971120e-04 +5.5166646493e-03 +7.3608726329e-05 +1.3848218806e+02 -2.3001396723e-01
+2.8257798894e-06 -8.2179676416e-05 -1.6508726502e-03 -1.6035109628e-04 +6.7496683492e+02 -1.5950246474e-01
+2.5957566462e-03 -1.4096448227e-04 +1.3743961094e-03 -1.4520845494e-04 +4.4480627853e+02 -1.4175130751e-01
-2.1148478817e-03 +4.7680454574e-05 -1.1403261716e-03 -1.3293454625e-05 +2.0523556102e+02 -1.6352462826e-01
-1.2094502044e-03 -1.0618969454e-04 -3.5138611143e-04 -6.7373119021e-05 +5.0467700762e+02 +1.7994177362e-01
-1.6981037894e-03 +2.5950023621e-05 -7.1813097646e-05 -1.7160956261e-05 +2.0954920461e+02 +1.4595773583e-01
-2.2461867952e-03 +1.3876170560e-04 +6.3738173095e-04 +5.8534866657e-05 +8.7020757101e+02 +1.6347279097e-01
-6.6150609220e-04 +9.6210140155e-06 -4.2507540302e-04 +6.7482124209e-05 +2.8041416275e+02 -4.3538998251e-01
-6.0630628589e-04 -5.7002601583e-05 -2.2452498632e-04 -7.9658245048e-05 +1.5389446419e+02 -1.4126334772e-01
+2.5073307220e-03 +1.8003766544e-04 +2.3017279437e-03 +1.3809836237e-05 -3.3614433373e+02 -1.5019628598e-01
+1.7520726072e-04 +6.1012140231e-05 -3.6053826028e-04 -1.7349293367e-04 -2.4013759609e+00 +2.3370228256e-01
-2.9662462456e-04 -7.2778078752e-05 +7.4773803075e-04 +2.0513834125e-05 -4.6818497859e+02 -3.3070370494e-01
+5.1850383678e-04 +8.9054823340e-06 +1.2112579428e-03 -1.7309467542e-05 -5.1370608940e+02 +9.1617254649e-02
+1.7536694153e-03 -2.5145646252e-05 +9.0815865841e-04 -3.2526322039e-05 -8.8134132287e+01 -1.3616263222e-02
-1.5872053256e-03 +1.5256811502e-05 -1.0852989752e-03 +7.1820166958e-05 -4.9094673090e+02 +1.8728908163e-01
-4.6841237414e-04 +7.9451133757e-05 -2.7248795681e-04 -3.1118519738e-05 +5.5911031594e+02 +1.1927282400e-01
-3.0303732982e-04 +1.9472672586e-04 -1.9029237882e-03 -3.7027803317e-05 -2.9891958738e+02 +4.3207144326e-01
-3.2166373981e-04 +5.9628896893e-06 -1.1465384033e-04 +7.9268363116e-05 -3.9112032091e+02 +4.4709622517e-01
-1.9516262712e-03 +1.0807122715e-04 +1.0860081447e-03 -4.8315299877e-05 +7.5055668382e+02 -3.0284818830e-01
-1.5980193114e-03 +1.3082307783e-04 -1.6368174583e-03 +3.7177207275e-04 +7.9341302565e+02 +1.3373871394e-01
-1.1788800616e-03 +6.9067360617e-05 -1.1363512344e-03 +9.1764894899e-05 +3.0000394184e+02 -9.1504592274e-02
-1.9728722892e-05 +3.0903858366e-06 +1.5663076581e-03 +1.1130293697e-05 -1.6855716393e+02 +5.2423048941e-02
-5.9242386978e-04 -2.2285421683e-05 +1.4256903402e-05 -6.3995718106e-05 +3.2475642820e+02 -3.6797980956e-02
-8.0526201142e-04 -1.0341138357e-04 -2.0173807526e-05 +2.1212819255e-05 -1.9400945492e+02 -2.6492210288e-01
+2.0830330336e-03 -1.2518305387e-05 -3.3735472721e-04 -1.3561082329e-05 +3.4519198926e+02 +1.9212836719e-01
+1.2332297413e-03 -1.4003299843e-04 +1.1999231181e-03 -3.6817575823e-05 -4.2155305009e+01 +9.8879999358e-02
-4.4003534189e-04 -4.0841908437e-05 -4.9522974611e-04 -5.4677632865e-05 +8.4624748345e+02 -1.6850083543e-01
-1.8777962572e-04 +5.0951829648e-05 -1.0424653711e-03 +1.9172817477e-05 -4.2263541456e+02 +6.4256564341e-02
-6.5469248730e-04 +8.3738034080e-05 +8.9364477811e-04 -5.4604432003e-05 -5.0843634822e+01 -1.2746426050e-01
-2.3483386498e-03 -1.3584358571e-04 -6.7497349167e-03 +2.9606952958e-05 +4.6749265545e+02 +2.1848575831e-01
+3.4651568811e-05 +7.8302428759e-05 +1.3057343843e-03 +9.8142479015e-05 +2.5251257513e+02 -1.0361558431e-01
-1.0865465162e-03 +1.7495130098e-05 +2.8279065018e-03 +1.1619844478e-04 -6.6827025007e+02 -1.5813955735e-01
+5.0408642488e-04 -2.0937631871e-05 +5.3090824495e-04 +1.8927712115e-05 +4.7467477544e+01 +4.6734741379e-01
+8.1298913994e-04 -9.8280772247e-05 -2.6745131323e-03 +1.1777540376e-04 +1.8730814146e+02 +1.7719414433e-03
-3.5046063950e-03 -6.4064014377e-06 +1.4265941985e-03 +4.8903541133e-05 -1.0173644004e+03 -3.4656853839e-02
+1.0812641734e-03 -6.6779262247e-05 +2.2386175345e-03 +2.5187391797e-04 +1.9268915801e+02 +4.3045826417e-01
+3.0913125572e-03 -1.0507318759e-04 -8.4432891120e-04 -3.7629580302e-05 +9.1207956463e+02 -8.9047126623e-02
+1.3029532290e-03 -1.2731926353e-04 +2.0924015647e-03 -1.3139268771e-04 +6.3832239183e+02 +1.3816353675e-01
+2.9362406109e-03 -7.6035066434e-05 +3.4367149059e-03 -6.7841575175e-05 -5.4836690707e+02 +4.7782041766e-02
-7.6255677982e-04 +7.9569322266e-07 +1.0080764891e-03 -7.0508277736e-05 +3.6717724756e+02 -1.0929457165e-01
-2.0639297084e-03 +5.3226002668e-05 -3.8420317353e-04 -2.7225767061e-05 -8.2838031784e+01 +1.4606746205e-02
-7.1103100829e-04 +3.5064025241e-05 -2.6874112873e-03 +1.7675466101e-05 -2.7408973296e+02 -7.5893876941e-02
+2.2983932253e-03 +1.4489212510e-04 -1.5501616639e-03 -1.4785256030e-04 -8.9912032781e+02 +2.0750359636e-01
+3.5176014106e-03 -9.0528940424e-05 +1.6696971890e-03 +7.6189787297e-05 -2.9860230673e+02 +8.8280092811e-02
+3.6861141679e-03 -2.7179188778e-05 -2.6272632734e-04 -8.3145302632e-05 +6.9487102711e+02 -1.6799415873e-01
-1.7693309132e-03 +1.1614231251e-04 -3.2389712371e-03 +4.3049556952e-05 -4.5747357738e+02 -1.8983358486e-02
